id,date,number
1311,"Wednesday, November 10, 2004",14 43 45 21 29 26
1310,"Saturday, November 06, 2004",18 22 33 40 38 19
1309,"Wednesday, November 03, 2004",48 43 45 11 35 42
1308,"Saturday, October 30, 2004",20 27 48 40 30 11
1307,"Wednesday, October 27, 2004",40 51 44 11 17 21
1306,"Saturday, October 23, 2004",49 50 15 52 24 40
1305,"Wednesday, October 20, 2004",41 46 11 17 1 24
1304,"Saturday, October 16, 2004",22 42 5 36 20 11
1303,"Wednesday, October 13, 2004",17 45 46 5 14 41
1302,"Saturday, October 09, 2004",10 48 47 3 1 27
1301,"Wednesday, October 06, 2004",50 19 44 5 6 28
1300,"Saturday, October 02, 2004",32 35 29 13 2 4
1299,"Wednesday, September 29, 2004",35 16 37 28 33 17
1298,"Saturday, September 25, 2004",41 11 40 48 25 3
1297,"Wednesday, September 22, 2004",37 6 34 14 40 7
1296,"Saturday, September 18, 2004",14 36 31 2 27 9
1295,"Wednesday, September 15, 2004",28 17 1 50 8 20
1294,"Saturday, September 11, 2004",36 25 49 46 34 9
1293,"Wednesday, September 08, 2004",28 4 2 33 52 18
1292,"Saturday, September 04, 2004",46 15 26 25 13 28
1291,"Wednesday, September 01, 2004",44 45 33 51 31 31
1290,"Saturday, August 28, 2004",35 6 30 45 39 31
1289,"Wednesday, August 25, 2004",32 1 50 30 37 19
1288,"Saturday, August 21, 2004",40 27 39 16 3 3
1287,"Wednesday, August 18, 2004",35 40 42 33 31 40
1286,"Saturday, August 14, 2004",4 10 43 18 11 41
1285,"Wednesday, August 11, 2004",10 33 5 51 29 35
1284,"Saturday, August 07, 2004",16 34 9 8 48 8
1283,"Wednesday, August 04, 2004",37 11 26 22 51 21
1282,"Saturday, July 31, 2004",47 31 14 35 45 35
1281,"Wednesday, July 28, 2004",40 4 39 19 50 22
1280,"Saturday, July 24, 2004",52 29 2 3 13 25
1279,"Wednesday, July 21, 2004",42 38 46 31 3 2
1278,"Saturday, July 17, 2004",23 45 50 20 36 9
1277,"Wednesday, July 14, 2004",9 49 24 45 50 37
1276,"Saturday, July 10, 2004",17 44 23 16 26 13
1275,"Wednesday, July 07, 2004",41 34 30 25 18 10
1274,"Saturday, July 03, 2004",3 30 8 47 12 23
1273,"Wednesday, June 30, 2004",47 45 2 31 29 4
1272,"Saturday, June 26, 2004",17 47 9 32 41 8
1271,"Wednesday, June 23, 2004",16 20 9 12 39 1
1270,"Saturday, June 19, 2004",2 37 36 48 9 16
1269,"Wednesday, June 16, 2004",16 18 48 39 26 22
1268,"Saturday, June 12, 2004",6 52 48 43 20 28
1267,"Wednesday, June 09, 2004",31 50 37 1 33 40
1266,"Saturday, June 05, 2004",41 5 42 39 26 39
1265,"Wednesday, June 02, 2004",26 6 12 29 5 30
1264,"Saturday, May 29, 2004",1 16 32 39 30 2
1263,"Wednesday, May 26, 2004",38 10 31 3 35 16
1262,"Saturday, May 22, 2004",1 49 42 36 7 41
1261,"Wednesday, May 19, 2004",31 14 41 37 15 31
1260,"Saturday, May 15, 2004",1 26 46 27 43 31
1259,"Wednesday, May 12, 2004",42 45 11 31 35 35
1258,"Saturday, May 08, 2004",37 3 43 9 17 39
1257,"Wednesday, May 05, 2004",21 25 16 9 32 8
1256,"Saturday, May 01, 2004",1 34 47 10 39 33
1255,"Wednesday, April 28, 2004",27 34 52 49 42 23
1254,"Saturday, April 24, 2004",2 44 35 13 22 28
1253,"Wednesday, April 21, 2004",11 8 51 42 34 27
1252,"Saturday, April 17, 2004",41 4 42 34 29 11
1251,"Wednesday, April 14, 2004",38 22 1 20 6 22
1250,"Saturday, April 10, 2004",2 48 30 9 47 40
1249,"Wednesday, April 07, 2004",7 37 2 35 16 10
1248,"Saturday, April 03, 2004",43 7 26 6 32 13
1247,"Wednesday, March 31, 2004",15 31 39 34 50 35
1246,"Saturday, March 27, 2004",30 17 2 15 34 32
1245,"Wednesday, March 24, 2004",39 47 43 20 18 31
1244,"Saturday, March 20, 2004",44 14 24 27 2 6
1243,"Wednesday, March 17, 2004",24 15 20 43 7 5
1242,"Saturday, March 13, 2004",50 44 11 48 45 2
1241,"Wednesday, March 10, 2004",10 41 22 20 49 6
1240,"Saturday, March 06, 2004",49 46 17 51 9 9
1239,"Wednesday, March 03, 2004",23 11 17 53 5 34
1238,"Saturday, February 28, 2004",25 52 53 6 26 40
1237,"Wednesday, February 25, 2004",4 47 17 11 5 35
1236,"Saturday, February 21, 2004",22 26 53 48 15 14
1235,"Wednesday, February 18, 2004",50 36 24 4 44 2   
1234,"Saturday, February 14, 2004",10 24 25 35 43 32
1233,"Wednesday, February 11, 2004",05 16 28 50 52 04
1232,"Saturday, February 07, 2004",31 34 35 39 46 03
1231,"Wednesday, February 04, 2004",07 12 17 25 32 33
1230,"Saturday, January 31, 2004",03 06 27 37 41 38
1229,"Wednesday, January 28, 2004",08 13 17 39 48 34
1228,"Saturday, January 24, 2004",01 05 37 38 53 31
1227,"Wednesday, January 21, 2004",13 17 34 41 45 17
1226,"Saturday, January 17, 2004",08 09 32 45 48 15
1225,"Wednesday, January 14, 2004",12 33 40 44 50 40
1224,"Saturday, January 10, 2004",02 13 19 27 50 05
1223,"Wednesday, January 07, 2004",04 07 14 18 44 25
1222,"Saturday, January 03, 2004",04 05 22 41 42 02
1221,"Wednesday, December 31, 2003",05 07 18 28 35 01
1220,"Saturday, December 27, 2003",16 17 32 34 43 31
1219,"Wednesday, December 24, 2003",01 06 31 34 44 25
1218,"Saturday, December 20, 2003",12 20 24 25 48 37
1217,"Wednesday, December 17, 2003",15 18 19 21 43 07
1216,"Saturday, December 13, 2003",17 19 25 26 44 19
1215,"Wednesday, December 10, 2003",04 17 26 37 40 15
1214,"Saturday, December 06, 2003",21 24 37 41 45 39
1213,"Wednesday, December 03, 2003",01 10 35 37 43 30
1212,"Saturday, November 29, 2003",14 36 39 43 51 15
1211,"Wednesday, November 26, 2003",01 03 16 37 41 19
1210,"Saturday, November 22, 2003",09 12 17 29 45 04
1209,"Wednesday, November 19, 2003",16 26 36 42 47 33
1208,"Saturday, November 15, 2003",08 20 22 32 52 39
1207,"Wednesday, November 12, 2003",07 11 19 20 22 01
1206,"Saturday, November 08, 2003",05 08 24 38 52 22
1205,"Wednesday, November 05, 2003",06 20 27 38 39 31
1204,"Saturday, November 01, 2003",16 19 34 37 47 18
1203,"Wednesday, October 29, 2003",08 19 22 34 53 29
1202,"Saturday, October 25, 2003",06 17 45 47 48 04
1201,"Wednesday, October 22, 2003",03 25 27 28 53 35
1200,"Saturday, October 18, 2003",22 25 33 34 35 14
1199,"Wednesday, October 15, 2003",06 09 29 39 52 08
1198,"Saturday, October 11, 2003",11 14 21 32 45 21
1197,"Wednesday, October 08, 2003",01 06 07 08 25 18
1196,"Saturday, October 04, 2003",08 13 29 44 48 36
1195,"Wednesday, October 01, 2003",04 05 19 21 50 41
1194,"Saturday, September 27, 2003",09 20 30 41 48 29
1193,"Wednesday, September 24, 2003",17 19 20 28 47 37
1192,"Saturday, September 20, 2003",11 13 28 31 33 29
1191,"Wednesday, September 17, 2003",02 19 24 32 34 02
1190,"Saturday, September 13, 2003",06 10 19 28 32 39
1189,"Wednesday, September 10, 2003",03 17 29 30 33 34
1188,"Saturday, September 06, 2003",06 15 18 20 41 17
1187,"Wednesday, September 03, 2003",06 09 19 24 40 31
1186,"Saturday, August 30, 2003",09 35 36 41 49 33
1185,"Wednesday, August 27, 2003",24 31 36 42 46 32
1184,"Saturday, August 23, 2003",01 39 46 50 51 07
1183,"Wednesday, August 20, 2003",08 22 35 46 48 15
1182,"Saturday, August 16, 2003",13 15 20 37 42 07
1181,"Wednesday, August 13, 2003",26 31 35 44 48 32
1180,"Saturday, August 09, 2003",18 23 25 26 40 15
1179,"Wednesday, August 06, 2003",11 14 26 31 48 30
1178,"Saturday, August 02, 2003",17 40 41 42 46 25
1177,"Wednesday, July 30, 2003",18 22 26 31 49 28
1176,"Saturday, July 26, 2003",09 10 30 32 34 11
1175,"Wednesday, July 23, 2003",04 16 34 37 51 38
1174,"Saturday, July 19, 2003",14 29 30 34 48 01
1173,"Wednesday, July 16, 2003",18 27 28 30 49 20
1172,"Saturday, July 12, 2003",06 16 50 51 52 23
1171,"Wednesday, July 09, 2003",19 21 26 31 51 40
1170,"Saturday, July 05, 2003",05 17 25 37 49 21
1169,"Wednesday, July 02, 2003",16 17 24 26 45 36
1168,"Saturday, June 28, 2003",07 09 14 41 44 25
1167,"Wednesday, June 25, 2003",05 26 35 43 50 04
1166,"Saturday, June 21, 2003",15 19 27 36 44 17
1165,"Wednesday, June 18, 2003",19 20 21 45 46 20
1164,"Saturday, June 14, 2003",12 26 40 42 50 03
1163,"Wednesday, June 11, 2003",12 16 43 44 46 38
1162,"Saturday, June 07, 2003",11 17 26 27 40 06
1161,"Wednesday, June 04, 2003",02 14 24 26 53 01
1160,"Saturday, May 31, 2003",10 26 30 46 52 35
1159,"Wednesday, May 28, 2003",06 16 17 19 38 16
1158,"Saturday, May 24, 2003",10 42 48 49 50 42
1157,"Wednesday, May 21, 2003",04 30 32 35 41 09
1156,"Saturday, May 17, 2003",05 13 18 42 50 04
1155,"Wednesday, May 14, 2003",20 33 34 45 52 21
1154,"Saturday, May 10, 2003",01 02 06 10 20 38
1153,"Wednesday, May 07, 2003",13 18 34 35 51 28
1152,"Saturday, May 03, 2003",14 21 39 40 47 06
1151,"Wednesday, April 30, 2003",07 13 17 32 33 35
1150,"Saturday, April 26, 2003",05 11 13 22 36 31
1149,"Wednesday, April 23, 2003",14 15 23 31 51 34
1148,"Saturday, April 19, 2003",10 18 40 46 48 30
1147,"Wednesday, April 16, 2003",04 25 39 41 50 31
1146,"Saturday, April 12, 2003",17 27 28 35 52 02
1145,"Wednesday, April 09, 2003",06 28 35 38 51 41
1144,"Saturday, April 05, 2003",07 14 23 46 49 20
1143,"Wednesday, April 02, 2003",12 17 35 47 50 13
1142,"Saturday, March 29, 2003",02 09 17 25 36 08
1141,"Wednesday, March 26, 2003",10 28 31 40 52 41
1140,"Saturday, March 22, 2003",05 29 31 47 49 25
1139,"Wednesday, March 19, 2003",19 37 40 47 51 40
1138,"Saturday, March 15, 2003",12 30 41 45 52 35
1137,"Wednesday, March 12, 2003",05 24 25 44 52 20
1136,"Saturday, March 08, 2003",01 05 20 21 45 24
1135,"Wednesday, March 05, 2003",02 24 28 37 44 06
1134,"Saturday, March 01, 2003",06 07 27 28 41 03
1133,"Wednesday, February 26, 2003",10 23 27 31 34 11
1132,"Saturday, February 22, 2003",02 05 06 09 10 26
1131,"Wednesday, February 19, 2003",06 11 16 17 44 26
1130,"Saturday, February 15, 2003",01 26 29 38 42 30
1129,"Wednesday, February 12, 2003",07 12 19 47 49 06
1128,"Saturday, February 08, 2003",02 13 20 21 23 35
1127,"Wednesday, February 05, 2003",02 05 07 09 48 32
1126,"Saturday, February 01, 2003",02 11 16 21 39 42
1125,"Wednesday, January 29, 2003",10 12 27 30 53 28
1124,"Saturday, January 25, 2003",10 12 15 49 51 21
1123,"Wednesday, January 22, 2003",20 28 30 40 43 03
1122,"Saturday, January 18, 2003",04 17 34 48 52 10
1121,"Wednesday, January 15, 2003",04 17 30 42 44 15
1120,"Saturday, January 11, 2003",09 45 46 48 51 02
1119,"Wednesday, January 08, 2003",16 22 26 44 46 20
1118,"Saturday, January 04, 2003",01 11 37 39 40 23
1117,"Wednesday, January 01, 2003",18 34 42 43 53 17
1116,"Saturday, December 28, 2002",02 15 38 43 50 29
1115,"Wednesday, December 25, 2002",05 14 16 29 53 07
1114,"Saturday, December 21, 2002",05 22 34 39 52 30
1113,"Wednesday, December 18, 2002",02 14 33 50 52 22
1112,"Saturday, December 14, 2002",08 17 24 42 44 37
1111,"Wednesday, December 11, 2002",06 12 14 22 33 21
1110,"Saturday, December 07, 2002",03 17 27 32 48 01
1109,"Wednesday, December 04, 2002",13 20 21 35 40 35
1108,"Saturday, November 30, 2002",01 04 19 21 29 08
1107,"Wednesday, November 27, 2002",01 20 25 40 53 19
1106,"Saturday, November 23, 2002",15 16 19 21 49 05
1105,"Wednesday, November 20, 2002",14 21 22 29 44 03
1104,"Saturday, November 16, 2002",32 33 35 40 51 01
1103,"Wednesday, November 13, 2002",18 23 31 38 50 20
1102,"Saturday, November 09, 2002",30 36 38 40 53 08
1101,"Wednesday, November 06, 2002",09 11 12 17 19 23
1100,"Saturday, November 02, 2002",08 15 32 34 35 34
1099,"Wednesday, October 30, 2002",09 16 19 23 41 12
1098,"Saturday, October 26, 2002",12 14 27 33 39 41
1097,"Wednesday, October 23, 2002",02 14 18 30 31 36
1096,"Saturday, October 19, 2002",04 18 20 25 42 29
1095,"Wednesday, October 16, 2002",08 11 24 31 37 41
1094,"Saturday, October 12, 2002",23 26 46 49 52 28
1093,"Wednesday, October 09, 2002",09 10 38 42 43 05
1092,"Saturday, October 05, 2002",14 19 22 39 43 12
1091,"Wednesday, October 02, 2002",02 04 05 38 43 34
1090,"Saturday, September 28, 2002",12 22 24 31 35 08
1089,"Wednesday, September 25, 2002",01 12 23 36 49 09
1088,"Saturday, September 21, 2002",03 11 28 40 45 33
1087,"Wednesday, September 18, 2002",06 27 32 42 44 10
1086,"Saturday, September 14, 2002",05 14 26 31 40 29
1085,"Wednesday, September 11, 2002",03 06 26 39 48 28
1084,"Saturday, September 07, 2002",06 12 19 24 34 18
1083,"Wednesday, September 04, 2002",15 18 26 31 36 20
1082,"Saturday, August 31, 2002",12 14 22 29 41 41
1081,"Wednesday, August 28, 2002",24 30 36 37 38 42
1080,"Saturday, August 24, 2002",05 10 18 24 45 20
1079,"Wednesday, August 21, 2002",01 06 43 47 48 36
1078,"Saturday, August 17, 2002",03 26 33 42 46 41
1077,"Wednesday, August 14, 2002",04 16 19 33 41 29
1076,"Saturday, August 10, 2002",11 16 21 27 35 31
1075,"Wednesday, August 07, 2002",13 35 40 46 47 35
1074,"Saturday, August 03, 2002",13 19 24 33 34 41
1073,"Wednesday, July 31, 2002",02 04 06 22 34 26
1072,"Saturday, July 27, 2002",02 05 17 22 44 30
1071,"Wednesday, July 24, 2002",16 19 22 34 37 20
1070,"Saturday, July 20, 2002",02 03 06 13 26 10
1069,"Wednesday, July 17, 2002",10 11 25 40 45 25
1068,"Saturday, July 13, 2002",03 22 37 42 49 08
1067,"Wednesday, July 10, 2002",26 31 37 43 45 32
1066,"Saturday, July 06, 2002",02 09 27 36 39 13
1065,"Wednesday, July 03, 2002",07 19 38 48 49 10
1064,"Saturday, June 29, 2002",04 33 35 36 45 22
1063,"Wednesday, June 26, 2002",06 09 17 23 24 14
1062,"Saturday, June 22, 2002",01 16 26 37 48 09
1061,"Wednesday, June 19, 2002",01 03 04 07 11 23
1060,"Saturday, June 15, 2002",07 08 16 42 43 15
1059,"Wednesday, June 12, 2002",13 18 27 39 49 20
1058,"Saturday, June 08, 2002",26 37 42 46 48 38
1057,"Wednesday, June 05, 2002",01 18 21 36 47 33
1056,"Saturday, June 01, 2002",17 27 02 06 19 02
1055,"Wednesday, May 29, 2002",49 28 18 35 31 13
1054,"Saturday, May 25, 2002",29 09 42 33 30 27
1053,"Wednesday, May 22, 2002",20 05 22 34 23 19
1052,"Saturday, May 18, 2002",25 02 32 31 18 01
1051,"Wednesday, May 15, 2002",30 33 37 36 49 35
1050,"Saturday, May 11, 2002",03 36 15 16 40 22
1049,"Wednesday, May 08, 2002",11 06 34 25 28 35
1048,"Saturday, May 04, 2002",12 06 09 20 07 20
1047,"Wednesday, May 01, 2002",48 03 26 32 45 06
1046,"Saturday, April 27, 2002",12 18 01 33 09 14
1045,"Wednesday, April 24, 2002",13 01 16 43 33 01
1044,"Saturday, April 20, 2002",40 27 34 44 42 08
1043,"Wednesday, April 17, 2002",02 23 36 03 22 22
1042,"Saturday, April 13, 2002",38 16 22 33 32 13
1041,"Wednesday, April 10, 2002",29 17 12 07 48 21
1040,"Saturday, April 06, 2002",22 16 30 15 35 20
1039,"Wednesday, April 03, 2002",14 36 08 29 17 03
1038,"Saturday, March 30, 2002",29 13 08 16 19 37
1037,"Wednesday, March 27, 2002",35 43 15 40 46 33
1036,"Saturday, March 23, 2002",39 02 10 48 01 13
1035,"Wednesday, March 20, 2002",04 20 30 49 25 37
1034,"Saturday, March 16, 2002",45 16 38 37 10 14
1033,"Wednesday, March 13, 2002",04 28 27 49 33 39
1032,"Saturday, March 09, 2002",02 49 12 38 44 19
1031,"Wednesday, March 06, 2002",30 38 05 15 07 02
1030,"Saturday, March 02, 2002",06 25 46 22 36 34
1029,"Wednesday, February 27, 2002",02 06 19 45 01 27
1028,"Saturday, February 23, 2002",15 21 38 19 08 33
1027,"Wednesday, February 20, 2002",19 08 09 25 22 11
1026,"Saturday, February 16, 2002",31 42 19 45 32 06
1025,"Wednesday, February 13, 2002",43 33 38 10 02 19
1024,"Saturday, February 09, 2002",30 35 21 17 36 12
1023,"Wednesday, February 06, 2002",28 10 34 24 35 32
1022,"Saturday, February 02, 2002",27 45 19 43 12 28
1021,"Wednesday, January 30, 2002",07 21 15 09 40 18
1020,"Saturday, January 26, 2002",05 14 22 30 15 31
1019,"Wednesday, January 23, 2002",14 47 32 18 30 36
1018,"Saturday, January 19, 2002",21 35 49 41 23 05
1017,"Wednesday, January 16, 2002",24 34 31 47 40 30
1016,"Saturday, January 12, 2002",13 41 19 22 47 05
1015,"Wednesday, January 09, 2002",39 07 40 42 43 04
1014,"Saturday, January 05, 2002",07 08 14 17 32 15
1013,"Wednesday, January 02, 2002",36 46 23 44 42 33
1012,"Saturday, December 29, 2001",45 10 43 27 15 31
1011,"Wednesday, December 26, 2001",08 19 23 39 41 21
1010,"Saturday, December 22, 2001",14 24 27 33 34 06
1009,"Wednesday, December 19, 2001",20 26 35 36 43 23
1008,"Saturday, December 15, 2001",11 22 13 08 37 17
1007,"Wednesday, December 12, 2001",35 43 47 20 04 27
1006,"Saturday, December 08, 2001",35 17 48 31 26 35
1005,"Wednesday, December 05, 2001",14 09 08 13 21 37
1004,"Saturday, December 01, 2001",48 46 41 06 38 37
1003,"Wednesday, November 28, 2001",48 24 05 15 18 16
1002,"Saturday, November 24, 2001",27 37 42 12 10 30
1001,"Wednesday, November 21, 2001",31 28 38 41 27 13
1000,"Saturday, November 17, 2001",01 07 10 27 35 34
999,"Wednesday, November 14, 2001",17 28 30 04 40 03
998,"Saturday, November 10, 2001",07 13 33 38 16 13
997,"Wednesday, November 07, 2001",25 04 17 02 06 31
996,"Saturday, November 03, 2001",06 14 36 37 49 20
995,"Wednesday, October 31, 2001",02 16 18 35 40 41
994,"Saturday, October 27, 2001",01 10 17 28 45 20
993,"Wednesday, October 24, 2001",06 15 24 27 42 32
992,"Saturday, October 20, 2001",07 16 33 40 47 33
991,"Wednesday, October 17, 2001",05 07 29 40 46 05
990,"Saturday, October 13, 2001",37 40 41 46 48 20
989,"Wednesday, October 10, 2001",01 07 08 16 19 37
988,"Saturday, October 06, 2001",01 05 09 21 31 12
987,"Wednesday, October 03, 2001",02 20 23 35 49 25
986,"Saturday, September 29, 2001",02 15 21 29 47 12
985,"Wednesday, September 26, 2001",18 26 30 35 44 19
984,"Saturday, September 22, 2001",23 27 34 39 42 40
983,"Wednesday, September 19, 2001",21 26 28 31 41 29
982,"Saturday, September 15, 2001",19 28 33 43 49 23
981,"Wednesday, September 12, 2001",13 25 35 39 47 01
980,"Saturday, September 08, 2001",06 12 13 28 48 26
979,"Wednesday, September 05, 2001",14 18 24 33 42 08
978,"Saturday, September 01, 2001",07 24 27 30 44 29
977,"Wednesday, August 29, 2001",04 09 32 35 49 28
976,"Saturday, August 25, 2001",08 17 22 42 47 21
975,"Wednesday, August 22, 2001",02 28 30 36 39 10
974,"Saturday, August 18, 2001",03 14 20 22 48 17
973,"Wednesday, August 15, 2001",29 37 40 43 44 06
972,"Saturday, August 11, 2001",14 41 11 25 20 08
971,"Wednesday, August 08, 2001",02 10 25 37 41 02
970,"Saturday, August 04, 2001",16 26 46 24 20 09
969,"Wednesday, August 01, 2001",39 26 24 34 25 31
968,"Saturday, July 28, 2001",33 36 04 23 45 29
967,"Wednesday, July 25, 2001",37 16 29 39 23 17
966,"Saturday, July 21, 2001",19 27 20 15 03 20
965,"Wednesday, July 18, 2001",09 04 31 26 49 02
964,"Saturday, July 14, 2001",27 15 01 13 41 02
963,"Wednesday, July 11, 2001",16 24 26 10 18 13
962,"Saturday, July 07, 2001",09 34 22 46 03 17
961,"Wednesday, July 04, 2001",30 25 03 28 26 10
960,"Saturday, June 30, 2001",33 03 06 34 39 15
959,"Wednesday, June 27, 2001",07 13 16 03 35 22
958,"Saturday, June 23, 2001",42 38 40 06 35 36
957,"Wednesday, June 20, 2001",05 09 49 18 14 32
956,"Saturday, June 16, 2001",44 17 13 02 45 14
955,"Wednesday, June 13, 2001",41 09 32 36 34 14
954,"Saturday, June 09, 2001",37 23 42 43 20 27
953,"Wednesday, June 06, 2001",10 40 45 20 21 22
952,"Saturday, June 02, 2001",10 45 48 26 17 38
951,"Wednesday, May 30, 2001",12 36 28 43 11 09
950,"Saturday, May 26, 2001",09 10 40 24 21 36
949,"Wednesday, May 23, 2001",34 21 49 32 19 38
948,"Saturday, May 19, 2001",49 47 10 06 21 02
947,"Wednesday, May 16, 2001",28 20 44 13 12 17
946,"Saturday, May 12, 2001",11 36 28 16 29 21
945,"Wednesday, May 09, 2001",49 22 14 19 09 34
944,"Saturday, May 05, 2001",07 20 45 09 19 05
943,"Wednesday, May 02, 2001",42 02 36 19 30 19
942,"Saturday, April 28, 2001",01 20 11 39 34 37
941,"Wednesday, April 25, 2001",39 28 14 29 26 39
940,"Saturday, April 21, 2001",24 38 05 25 30 40
939,"Wednesday, April 18, 2001",06 18 11 20 44 39
938,"Saturday, April 14, 2001",03 16 30 08 29 04
937,"Wednesday, April 11, 2001",21 04 41 32 39 31
936,"Saturday, April 07, 2001",37 20 41 31 18 01
935,"Wednesday, April 04, 2001",05 43 16 12 13 11
934,"Saturday, March 31, 2001",11 39 41 27 37 42
933,"Wednesday, March 28, 2001",27 43 31 12 04 20
932,"Saturday, March 24, 2001",02 28 37 40 49 22
931,"Wednesday, March 21, 2001",13 18 14 20 21 16
930,"Saturday, March 17, 2001",36 16 18 15 20 18
929,"Wednesday, March 14, 2001",42 22 27 49 12 34
928,"Saturday, March 10, 2001",30 19 12 26 33 11
927,"Wednesday, March 07, 2001",32 09 23 45 40 31
926,"Saturday, March 03, 2001",08 09 23 36 44 15
925,"Wednesday, February 28, 2001",01 03 09 46 47 22
924,"Saturday, February 24, 2001",29 30 34 41 49 37
923,"Wednesday, February 21, 2001",04 10 32 39 45 25
922,"Saturday, February 17, 2001",04 22 31 39 41 06
921,"Wednesday, February 14, 2001",05 18 29 41 42 16
920,"Saturday, February 10, 2001",16 38 41 46 47 25
919,"Wednesday, February 07, 2001",04 06 07 31 33 20
918,"Saturday, February 03, 2001",21 27 29 41 44 09
917,"Wednesday, January 31, 2001",15 21 27 37 47 16
916,"Saturday, January 27, 2001",08 19 32 41 45 37
915,"Wednesday, January 24, 2001",31 34 39 42 49 26
914,"Saturday, January 20, 2001",01 11 25 29 36 40
913,"Wednesday, January 17, 2001",09 16 28 31 48 36
912,"Saturday, January 13, 2001",14 19 23 29 42 26
911,"Wednesday, January 10, 2001",06 09 22 23 35 06
910,"Saturday, January 06, 2001",01 22 24 39 43 26
909,"Wednesday, January 03, 2001",09 19 29 38 49 20
908,"Saturday, December 30, 2000",23 26 29 38 46 35
907,"Wednesday, December 27, 2000",15 22 24 32 39 18
906,"Saturday, December 23, 2000",06 11 15 22 27 27
905,"Wednesday, December 20, 2000",04 07 31 34 41 28
904,"Saturday, December 16, 2000",02 26 33 34 39 23
903,"Wednesday, December 13, 2000",06 10 19 38 43 41
902,"Saturday, December 09, 2000",08 10 14 41 42 20
901,"Wednesday, December 06, 2000",07 15 20 23 45 17
900,"Saturday, December 02, 2000",11 14 22 38 41 39
899,"Wednesday, November 29, 2000",01 04 20 27 29 17
898,"Saturday, November 25, 2000",02 37 38 39 42 22
897,"Wednesday, November 22, 2000",05 18 40 44 47 34
896,"Saturday, November 18, 2000",03 27 31 32 41 33
895,"Wednesday, November 15, 2000",12 26 32 41 46 18
894,"Saturday, November 11, 2000",04 12 21 38 46 37
893,"Wednesday, November 08, 2000",13 17 37 45 49 04
892,"Saturday, November 04, 2000",05 09 22 34 42 02
891,"Wednesday, November 01, 2000",04 10 14 29 39 10
890,"Saturday, October 28, 2000",06 11 32 37 47 13
889,"Wednesday, October 25, 2000",03 05 20 45 46 37
888,"Saturday, October 21, 2000",13 19 24 44 45 16
887,"Wednesday, October 18, 2000",17 21 28 42 43 25
886,"Saturday, October 14, 2000",14 16 18 22 41 37
885,"Wednesday, October 11, 2000",26 32 41 44 45 35
884,"Saturday, October 07, 2000",04 07 27 34 39 01
883,"Wednesday, October 04, 2000",03 16 24 34 48 03
882,"Saturday, September 30, 2000",19 24 32 43 44 39
881,"Wednesday, September 27, 2000",24 32 42 44 47 15
880,"Saturday, September 23, 2000",01 17 27 35 36 31
879,"Wednesday, September 20, 2000",17 21 23 33 45 11
878,"Saturday, September 16, 2000",01 19 40 47 49 14
877,"Wednesday, September 13, 2000",02 13 21 22 47 31
876,"Saturday, September 09, 2000",14 18 20 29 42 02
875,"Wednesday, September 06, 2000",04 06 12 28 42 06
874,"Saturday, September 02, 2000",05 14 20 22 26 35
873,"Wednesday, August 30, 2000",04 25 29 36 46 08
872,"Saturday, August 26, 2000",16 22 27 40 43 05
871,"Wednesday, August 23, 2000",20 28 40 43 47 31
870,"Saturday, August 19, 2000",10 13 17 23 36 23
869,"Wednesday, August 16, 2000",15 16 27 44 47 14
868,"Saturday, August 12, 2000",06 31 38 46 47 21
867,"Wednesday, August 09, 2000",11 17 18 19 28 34
866,"Saturday, August 05, 2000",13 28 32 33 38 14
865,"Wednesday, August 02, 2000",12 27 33 42 49 31
864,"Saturday, July 29, 2000",11 24 26 38 41 07
863,"Wednesday, July 26, 2000",03 20 22 37 44 36
862,"Saturday, July 22, 2000",02 12 15 33 41 33
861,"Wednesday, July 19, 2000",05 08 18 36 38 40
860,"Saturday, July 15, 2000",05 08 21 46 49 34
859,"Wednesday, July 12, 2000",06 09 10 26 48 10
858,"Saturday, July 08, 2000",02 07 10 34 39 12
857,"Wednesday, July 05, 2000",10 14 18 32 33 02
856,"Saturday, July 01, 2000",13 14 22 32 42 26
855,"Wednesday, June 28, 2000",13 24 27 30 45 18
854,"Saturday, June 24, 2000",02 13 26 27 49 04
853,"Wednesday, June 21, 2000",01 24 27 28 43 25
852,"Saturday, June 17, 2000",06 15 25 44 47 07
851,"Wednesday, June 14, 2000",21 23 32 34 42 05
850,"Saturday, June 10, 2000",02 16 32 40 47 15
849,"Wednesday, June 07, 2000",19 39 45 46 49 17
848,"Saturday, June 03, 2000",13 14 15 31 37 10
847,"Wednesday, May 31, 2000",15 16 22 42 43 11
846,"Saturday, May 27, 2000",02 22 29 30 44 36
845,"Wednesday, May 24, 2000",07 19 43 46 47 04
844,"Saturday, May 20, 2000",05 17 40 44 48 26
843,"Wednesday, May 17, 2000",16 17 20 28 49 34
842,"Saturday, May 13, 2000",01 03 27 38 42 24
841,"Wednesday, May 10, 2000",08 18 20 31 47 11
840,"Saturday, May 06, 2000",04 27 29 39 41 16
839,"Wednesday, May 03, 2000",05 13 34 41 48 07
838,"Saturday, April 29, 2000",12 14 26 35 36 37
837,"Wednesday, April 26, 2000",05 10 17 24 37 15
836,"Saturday, April 22, 2000",03 05 09 42 48 35
835,"Wednesday, April 19, 2000",03 08 09 20 49 22
834,"Saturday, April 15, 2000",15 26 28 40 48 09
833,"Wednesday, April 12, 2000",04 06 20 25 31 06
832,"Saturday, April 08, 2000",04 09 12 33 48 18
